iter	MultiClass
166	0.03713463327
167	0.03677597454
168	0.03641797685
169	0.03615074922
170	0.03571030675
171	0.03529550258
172	0.03502749387
173	0.03480101457
174	0.0342476075
175	0.03371106225
176	0.03329894841
177	0.03299669046
178	0.03273994502
179	0.03245580707
180	0.03212651468
181	0.03163265665
182	0.03141704361
183	0.03118981302
184	0.03097589967
185	0.03072029424
186	0.03031831664
187	0.03009707091
188	0.02973129078
189	0.02956621759
190	0.02938318995
191	0.02901220436
192	0.0287109466
193	0.02829320589
194	0.02792778525
195	0.0277300276
196	0.02749508842
197	0.02729858363
198	0.02706180089
199	0.02683054375
200	0.02646556729
201	0.02621514522
202	0.02595589359
203	0.02578494252
204	0.0255312411
205	0.0253925845
206	0.02523942915
207	0.02495788973
208	0.0247725965
209	0.02464854042
210	0.0245064087
211	0.02436648201
212	0.02414897506
213	0.02391569598
214	0.02373985607
215	0.02355800508
216	0.02337360966
217	0.02320808076
218	0.02299758998
219	0.02273117693
220	0.02256848747
221	0.02232921747
222	0.02219090348
223	0.02198762124
224	0.02188602114
225	0.02174678053
226	0.02157462489
227	0.02137811947
228	0.02111282666
229	0.02084570532
230	0.0206982223
231	0.02053781555
232	0.02041604921
233	0.02026244801
234	0.02012483874
235	0.01998406232
236	0.01982186636
237	0.01971766722
238	0.01953535181
239	0.01937117754
240	0.01926775962
241	0.01916796222
242	0.01892772908
243	0.01880560714
244	0.01870301951
245	0.01859050459
246	0.01847605896
247	0.01837019849
248	0.01822697644
249	0.01808090378
250	0.01799341234
251	0.01790827531
252	0.01772545039
253	0.01754664997
254	0.01736133259
255	0.01726449313
256	0.0171347369
257	0.01697564526
258	0.01687516883
259	0.01681860238
260	0.01672425005
261	0.01660698331
262	0.01647554718
263	0.01635337542
264	0.01623888994
265	0.01613549789
266	0.01594919774
267	0.01586584062
268	0.01580371792
269	0.01570454827
270	0.01557758824
271	0.01549521909
272	0.01532393427
273	0.01522766354
274	0.01514100398
275	0.01507334273
276	0.01501883917
277	0.01493573929
278	0.01487039974
279	0.01478175858
280	0.01468853755
281	0.01462436654
282	0.01456549757
283	0.01448608908
284	0.0144201508
285	0.01435653217
286	0.01427031618
287	0.01421696905
288	0.01415984765
289	0.01409538257
290	0.01401723957
291	0.01387788641
292	0.01381318039
293	0.0136992949
294	0.01364623087
295	0.013598967
296	0.01354108837
297	0.01347121748
298	0.01343089809
299	0.01338732867
300	0.01332900245
301	0.01325900372
302	0.01318292764
303	0.01310124674
304	0.01305005488
305	0.01297793637
306	0.01291477301
307	0.0128585017
308	0.01280711937
309	0.01273929332
310	0.0126936946
311	0.01264872253
312	0.01260901535
313	0.0125250168
314	0.0124818982
315	0.01243230095
316	0.01237213456
317	0.01232171482
318	0.01226635922
319	0.01221608159
320	0.01214616893
321	0.01206259644
322	0.0120034008
323	0.01194468748
324	0.01189768384
325	0.01184269175
326	0.01179230581
327	0.01175323735
328	0.01169886702
329	0.01164867286
330	0.01159978153
331	0.01156569196
332	0.01152656233
333	0.01146380207
334	0.01141987181
335	0.01136912142
336	0.01132948308
337	0.01128731361
338	0.01123640786
339	0.01120118953
340	0.01116396447
341	0.01109833515
342	0.01106604395
343	0.01100655596
344	0.01097156028
345	0.01093739172
346	0.01089876694
347	0.01086535893
348	0.01083650252
349	0.01079966676
350	0.01076039446
351	0.0107027669
352	0.01065099802
353	0.01060897423
354	0.01056323553
355	0.01051998965
356	0.01048244586
357	0.01042231204
358	0.01038494743
359	0.01035739448
360	0.01029854322
361	0.01022444685
362	0.01018620042
363	0.0101397675
364	0.01007651754
365	0.01003833545
366	0.009969518866
367	0.009906956728
368	0.009878947574
369	0.009852455895
370	0.009818091521
371	0.009787053203
372	0.009765083129
373	0.009733563678
374	0.009706578244
375	0.009666050922
376	0.009608184722
377	0.009553155707
378	0.009529884867
379	0.009507971119
380	0.009464823104
381	0.009434439097
382	0.009398953037
383	0.009369013415
384	0.009350103421
385	0.009320480085
386	0.009288936631
387	0.009257037439
388	0.009219800876
389	0.009199737229
390	0.009161406169
391	0.009135943369
392	0.009115846024
393	0.009067159814
394	0.00904360632
395	0.009014079376
396	0.008973711859
397	0.008936448051
398	0.008907823771
399	0.008874680843
400	0.008852327404
401	0.008826130421
402	0.008788430776
403	0.008762161973
404	0.008745046306
405	0.008695765008
406	0.008669589575
407	0.008644376607
408	0.00860023384
409	0.008578477754
410	0.008557660979
411	0.00853171338
412	0.008489580779
413	0.008469004416
414	0.008445160199
415	0.008427768642
416	0.008395632539
417	0.008375187408
418	0.008360082154
419	0.008335501373
420	0.008316010379
421	0.008290098525
422	0.008265768639
423	0.008245474566
424	0.008217536109
425	0.008193486299
426	0.008161319314
427	0.008139651264
428	0.008116065701
429	0.008092704201
430	0.008049135243
431	0.008028960575
432	0.008008269934
433	0.007990636488
434	0.00796793558
435	0.007949683035
436	0.007934207083
437	0.007897738214
438	0.007872830399
439	0.007854596828
440	0.007835487971
441	0.007821148358
442	0.007790009139
443	0.007768802936
444	0.007749927305
445	0.007736082075
446	0.007715744998
447	0.007676919909
448	0.00766170396
449	0.007640043881
450	0.007619175188
451	0.007600363067
452	0.007569090866
453	0.007544417799
454	0.007516668053
455	0.007499166994
456	0.007483999665
457	0.007467185351
458	0.00745103557
459	0.007423908828
460	0.007393983939
461	0.007373738864
462	0.007338468294
463	0.007317522813
464	0.007294939481
465	0.007274633889
466	0.007258415876
467	0.00722679619
468	0.007201178657
469	0.007184187726
470	0.007168726382
471	0.007144133669
472	0.007122813533
473	0.007102865659
474	0.007070972184
475	0.007052775704
476	0.007032878034
477	0.007020734376
478	0.007007486133
479	0.00699482509
480	0.00697574601
481	0.006957745724
482	0.006938422388
483	0.006924060148
484	0.006903425271
485	0.006886007583
486	0.006870157977
487	0.00685548955
488	0.006834770247
489	0.006816304063
490	0.006803242222
491	0.006792298562
492	0.006773276212
493	0.006751955166
494	0.006738936241
495	0.006728129378
496	0.006714127439
497	0.006704499749
498	0.006693977884
499	0.006677518361
500	0.006667108276
501	0.006657046246
502	0.006641947449
503	0.006630304524
504	0.006617745495
505	0.006605965565
506	0.006589852631
507	0.006567181865
508	0.006555002353
509	0.006535202267
510	0.00652384453
511	0.006511743838
512	0.00650204363
513	0.006488071914
514	0.006476617212
515	0.006460543577
516	0.006449638884
517	0.006432652048
518	0.006418241543
519	0.006410002657
520	0.006396203095
521	0.006384281033
522	0.006372524934
523	0.006358331333
524	0.006332752676
525	0.0063210229
526	0.006308433476
527	0.006292983822
528	0.006277002506
529	0.006264732446
530	0.006239648733
531	0.006222278451
532	0.006200971834
533	0.006185614821
534	0.006171845563
535	0.006141326043
536	0.006128463893
537	0.006104600197
538	0.006085928443
539	0.006070928149
540	0.006058597098
541	0.006049327898
542	0.006037146394
543	0.006023666346
544	0.006011004166
545	0.006003422958
546	0.005989721845
547	0.005978509182
548	0.005966312319
549	0.005947439813
550	0.005933160232
551	0.005904540716
552	0.005882730411
553	0.005870178135
554	0.005860085685
555	0.005849673421
556	0.005835123788
557	0.005824499064
558	0.005811191136
559	0.005802568051
560	0.005793246262
561	0.005783784967
562	0.005769268548
563	0.005754527015
564	0.005744850978
565	0.005738035038
566	0.005723148174
567	0.005710771267
568	0.005691264849
569	0.005676823456
570	0.00566274527
571	0.005644623801
572	0.005636649964
573	0.005616772734
574	0.005606427245
575	0.005594008484
576	0.005582573925
577	0.005572462275
578	0.005552148984
579	0.005544824383
580	0.00553301151
581	0.005523293596
582	0.005517042502
583	0.005502661124
584	0.005489294984
585	0.005467644116
586	0.005461519828
587	0.005453973409
588	0.005440548966
589	0.005426391103
590	0.005411958939
591	0.005394593974
592	0.00537805905
593	0.005369135375
594	0.005360316292
595	0.005353723233
596	0.005344826515
597	0.005336605396
598	0.005325527779
599	0.005315956263
600	0.005300125648
601	0.005291713929
602	0.005281234854
603	0.005268868582
604	0.0052580151
605	0.005238178917
606	0.00522842525
607	0.005220117903
608	0.005213232972
609	0.005206355167
610	0.005190469715
611	0.005181836168
612	0.005172686712
613	0.005166305453
614	0.005157808205
615	0.005145451207
616	0.005140047853
617	0.005123966423
618	0.005115467779
619	0.005104280608
620	0.00509583422
621	0.00507683588
622	0.005064571735
623	0.005049438832
624	0.005039130342
625	0.00502604804
626	0.005006506575
627	0.004996311333
628	0.004985665374
629	0.004976871125
630	0.004964007893
631	0.004950918751
632	0.0049425624
633	0.004935424991
634	0.004924237744
635	0.004913254248
636	0.004905765163
637	0.004898116171
638	0.004886915305
639	0.004880350679
640	0.004868651459
641	0.004860386206
642	0.004852668359
643	0.004844977525
644	0.004834300511
645	0.004826406333
646	0.004815509709
647	0.004809070712
648	0.004802762399
649	0.004795148137
650	0.004787451114
651	0.004776571509
652	0.004771196468
653	0.004764483965
654	0.004756749408
655	0.004746499733
656	0.004736399742
657	0.004728023042
658	0.004710911654
659	0.004704090203
660	0.004690057562
661	0.004684316266
662	0.004675422331
663	0.0046696288
664	0.004662743506
665	0.004656357415
666	0.004649850903
667	0.004642830995
668	0.004637396348
669	0.004632721474
670	0.004625847651
671	0.00461321794
672	0.004605909368
673	0.00459843183
674	0.004591026733
675	0.004583499768
676	0.004576572011
677	0.004570271992
678	0.004564346439
679	0.004557353008
680	0.004545504001
681	0.004538875892
682	0.004525245036
683	0.004519021273
684	0.004509123995
685	0.004502900955
686	0.004492546858
687	0.004486203923
688	0.00447618646
689	0.004471300874
690	0.004466246354
691	0.004460042129
692	0.004453760113
693	0.00444777966
694	0.004440799412
695	0.004436065622
696	0.004430188211
697	0.004423999923
698	0.004417400625
699	0.004411843522
700	0.004407243145
701	0.004397688214
702	0.004384280579
703	0.004379429425
704	0.004373513838
705	0.004369327149
706	0.004361133559
707	0.004355499939
708	0.004350429403
709	0.004339757957
710	0.004335263016
711	0.004328768552
712	0.004322313649
713	0.00431309786
714	0.004307112852
715	0.004301419594
716	0.004294300581
717	0.004289691797
718	0.004281012827
719	0.004276118872
720	0.004270503791
721	0.004264331396
722	0.004250626214
723	0.004244493239
724	0.004237546145
725	0.004233011872
726	0.004227847812
727	0.00422174052
728	0.00421741397
729	0.004212179289
730	0.004207824881
731	0.004200528146
732	0.004187736325
733	0.004182319349
734	0.004176607811
735	0.004170953442
736	0.004164516005
737	0.004158260377
738	0.004153909577
739	0.004149393571
740	0.004141437018
741	0.004136578703
742	0.004130004448
743	0.00412505247
744	0.004118607885
745	0.004111419096
746	0.004103714207
747	0.004099721217
748	0.004094219566
749	0.004088953526
750	0.004083996736
751	0.004079232725
752	0.004075115005
753	0.004069253784
754	0.00406021472
755	0.004051286681
756	0.004046271334
757	0.004042717502
758	0.004037397771
759	0.004031968025
760	0.004028476169
761	0.004017771521
762	0.004011012927
763	0.004006981794
764	0.003996673699
765	0.003991981475
766	0.003988385696
767	0.003982156226
768	0.003977351129
769	0.003972091333
770	0.003967325887
771	0.003962935889
772	0.003955933155
773	0.003949334391
774	0.00394563294
775	0.003940794292
776	0.003935732154
777	0.003928866969
778	0.003923003083
779	0.00391553572
780	0.00391061497
781	0.003905279293
782	0.003901627942
783	0.003897994443
784	0.00389108642
785	0.003887088364
786	0.003878674881
787	0.003868595578
788	0.003864664644
789	0.003858314506
790	0.003851315891
791	0.003848009319
792	0.003841624298
793	0.003835270258
794	0.003829321276
795	0.003820334572
796	0.003813704984
797	0.003806533443
798	0.003803016468
799	0.003799744582
800	0.00379340724
801	0.003785136418
802	0.003781226667
803	0.003775135388
804	0.003770750219
805	0.003767043362
806	0.003762643676
807	0.003754373075
808	0.003750911836
809	0.003746505792
810	0.003740981213
811	0.003737785478
812	0.00373243873
813	0.003727509999
814	0.003724268217
815	0.003720600296
816	0.003715180467
817	0.003711334901
818	0.003707425087
819	0.003696549293
820	0.003693019704
821	0.003689203167
822	0.003683847892
823	0.003679542221
824	0.003675216076
825	0.003667470434
826	0.003660938822
827	0.003654460661
828	0.003649982811
829	0.003646176019
830	0.003639419515
831	0.003633006686
832	0.003627887572
833	0.003624216238
834	0.00362032969
835	0.003614485175
836	0.003611338191
837	0.003607337935
838	0.003603771283
839	0.00359893868
840	0.003595351503
841	0.003589722041
842	0.003585578845
843	0.003581664042
844	0.003577505613
845	0.003573094222
846	0.003570003885
847	0.003566250237
848	0.003560965242
849	0.00355634905
850	0.003552366555
851	0.003549748786
852	0.003545559097
853	0.003541453867
854	0.003537456613
855	0.003531958034
856	0.003526637195
857	0.003522161825
858	0.003515030271
859	0.003508625666
860	0.00350267351
861	0.003497090424
862	0.003493528261
863	0.003488277012
864	0.003480073672
865	0.003470006721
866	0.003460426085
867	0.003455643539
868	0.003450969649
869	0.00344148703
870	0.003437774806
871	0.00343435109
872	0.003430455351
873	0.003423154537
874	0.003417808314
875	0.003414651045
876	0.003409199925
877	0.003406728798
878	0.003397022582
879	0.003394101207
880	0.00339088644
881	0.003385544244
882	0.003380863133
883	0.003377013529
884	0.00337312998
885	0.003370712229
886	0.003367501738
887	0.003364639709
888	0.003361466887
889	0.003357815224
890	0.003353580735
891	0.003349114633
892	0.003345694035
893	0.00333854049
894	0.003336161304
895	0.003332799334
896	0.003326673415
897	0.003324259381
898	0.003320119598
899	0.003313761777
900	0.00330742446
901	0.003303941747
902	0.003299360341
903	0.003290796522
904	0.003287234077
905	0.003284230159
906	0.003280268653
907	0.003276543149
908	0.003272867273
909	0.003270042923
910	0.003267439531
911	0.003263383776
912	0.003257379831
913	0.003252846925
914	0.003248403481
915	0.003243993586
916	0.003241694908
917	0.003238915065
918	0.003234687882
919	0.00323109618
920	0.003226355729
921	0.003222348711
922	0.003218027183
923	0.003215205341
924	0.003212997096
925	0.003208764968
926	0.003203802614
927	0.00320028087
928	0.003195721296
929	0.003193058757
930	0.003187724344
931	0.00318120961
932	0.003177789253
933	0.003174413583
934	0.003166847869
935	0.003161142703
936	0.003157334764
937	0.003152471615
938	0.003147809137
939	0.003144036556
940	0.00314145964
941	0.003138349599
942	0.003135531984
943	0.003128618145
944	0.003123704725
945	0.003119536869
946	0.00311240213
947	0.003108444242
948	0.003101280708
949	0.003097901472
950	0.003095068381
951	0.003089880884
952	0.003086293559
953	0.003084507414
954	0.003081625727
955	0.00307896912
956	0.003075803997
957	0.003073333066
958	0.003071198076
959	0.003068050694
960	0.003065335997
961	0.003062188498
962	0.003058206343
963	0.003055284782
964	0.003047636718
965	0.003042837892
966	0.003037595269
967	0.003033933833
968	0.003030295047
969	0.003027613446
970	0.003025611259
971	0.003022864623
972	0.003019547698
973	0.003017630675
974	0.0030152348
975	0.003012183694
976	0.003009998919
977	0.003007828778
978	0.003004533378
979	0.00300116735
980	0.002997028957
981	0.002994838159
982	0.002989586303
983	0.002987191998
984	0.002984150611
985	0.002981317742
986	0.002979127836
987	0.002976423807
988	0.002973894074
989	0.002969859763
990	0.002964540388
991	0.002961847836
992	0.002957295798
993	0.002955231414
994	0.002952292537
995	0.00295017573
996	0.002948093373
997	0.00294592462
998	0.00294196442
999	0.002938977612
